Country Name,Country Code,Indicator Name,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Mongolia,MNG,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,2760,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,5344,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,6217,NA,NA,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250,8250
Montenegro,MNE,Constitution Length (words),NA,NA,NA,NA,NA,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,8384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7074,11572,11572,11572,11572,11572,11572,11572,11572,11572,11572,11572,11572
Morocco,MAR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4293,4293,4293,4293,4293,4293,4293,4293,3882,3882,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,5918,15897,15897,15897,15897,15897,15897,15897,15897
Mozambique,MOZ,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3774,3774,3774,3774,3774,5225,5225,5225,5225,5225,5225,5225,5225,5225,5225,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,24179,24179,24179,24171,24171,24171,24171,24171,24171,24171,24171,24171,24171,24171,24171
Myanmar,MMR,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21962,21962,21962,21962,22584,22584,22584,22584,22584,22584,22584,22584,22448,22448,22924,3259,3259,3259,3259,3259,3259,3259,3259,3259,3259,3259,3259,11419,11419,11419,11419,11419,11419,11419,11419,11419,11419,11419,11419,11419,11419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40492,40492,40492,40492,40492,40492,40492,40492,40492,40492,40492
Namibia,NAM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24051,24198,24198,24198,24198,24198,24198,24198,24198,24198
Nauru,NRU,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714,13714
Nepal,NPL,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6192,6192,6192,3734,3734,3734,3734,3734,3734,3734,3734,12699,NA,NA,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,11750,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,22327,25735,25735,32437,32437,32753,32753,32753,32753,32753,50879,50879,50879,50879
Netherlands,NLD,Constitution Length (words),11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,11329,8678,8678,8678,8727,8735,8735,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739,8739
New Zealand,NZL,Constitution Length (words),NA,NA,4736,NA,NA,NA,NA,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,4736,46823,46823,46823,46823,46823,46823
Nicaragua,NIC,Constitution Length (words),7069,7069,7069,7069,7069,6238,6238,6238,6238,6238,6238,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,9751,NA,NA,18508,18508,18508,18508,18508,18508,18508,18508,18508,17545,17545,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,19894,24160,24160,24160,24160,24160,NA,NA,NA,NA,NA,NA,NA,NA,11269,11269,11269,11269,11269,11269,11269,11269,17416,17416,17416,17416,17416,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535,20535
Niger,NER,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5291,5291,5291,5291,5291,5291,5291,5291,5291,5291,5291,5291,5291,5291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5313,5313,NA,8285,8285,8285,8285,8569,8569,8569,10369,10369,10369,10369,10369,10369,10369,10369,10369,10369,10542,14454,14454,14454,14454,14454,14454,14454,14454,14454
Nigeria,NGA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35475,35475,35475,36273,36273,36273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53905,53905,53905,53905,53905,NA,NA,NA,NA,NA,NA,64205,64205,64205,64205,NA,NA,NA,NA,NA,NA,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263,66263
Norway,NOR,Constitution Length (words),NA,6584,6572,6552,NA,6221,6221,6153,6327,6327,6487,6712,6712,6652,6648,6648,6619,6617,6617,6350,6331,6331,6331,6271,6271,6229,6229,6229,6285,6242,6242,6286,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6622,6610,6418,6418,6426,6426,6421,6421,6421,6370,6370,6370,6508,6508,6520,6520,6520,6354,6354,6354,6354,6354,6291,6291,6291,6289,6370,6370,6370,6370,6436,6436,6436,6436,6446,6446,6433,6433,6934,6934,7098,7098,7229,7229,7259,7269,7269,7269,7269,7269,7269,7269,7269,7087,7221,7221,7221,6987,6987,6987,6987,6987,6900,6900,7307,7307,7307,7307,7307
Oman,OMN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,4619,7233,7233,7233,7233,7233,7233,7233,7233
Pakistan,PAK,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41522,41522,NA,NA,NA,NA,37765,37765,37765,37765,37765,37765,37765,NA,NA,NA,NA,46080,46080,46080,46080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55898,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240,56240
Palau,PLW,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panama,PAN,Constitution Length (words),NA,NA,NA,NA,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,7841,NA,NA,NA,NA,NA,NA,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,19320,17467,17467,17467,17467,17467,17467,17755,17755,17755,17755,17755,23312,23312,23312,23312,23312,23312,23312,23312,23312,23312,24687,24608,24608,24608,24608,24608,24608,24608,24608,24608,24608,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097,26097
Papua New Guinea,PNG,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499,58499
Paraguay,PRY,Constitution Length (words),8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,8027,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,5561,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,15070,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25459,25461,25461,25461,25461,25461,25461,25461,25461
Peru,PER,Constitution Length (words),5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,5441,1099,7282,7282,7282,7282,7282,7282,7282,7282,7282,7282,7282,7282,7282,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,10753,21057,21057,21057,21057,21057,21057,21057,21057,21057,21057,21057,21057,21057,21057,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19099,19216,19216,19216,19216,19216,19216,19216,19216,19216,19216
Philippines,PHL,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8459,NA,NA,NA,8459,8459,NA,NA,4982,NA,9362,9362,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,8502,11568,11568,11568,11568,11568,11568,11568,11568,11568,11568,11568,11568,11568,10115,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954,21954
Poland,POL,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,7599,8022,8022,8022,8022,8022,8022,8022,8022,8022,NA,NA,NA,3693,3693,3693,3693,3693,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,5961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6302,6302,6302,6302,6302,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602,19602
Portugal,PRT,Constitution Length (words),7434,7434,7434,7434,7434,7434,7434,7434,7434,7434,7434,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,6764,NA,NA,NA,NA,NA,NA,NA,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,8966,NA,NA,25963,25963,25963,25963,25963,25963,27791,27791,27791,27791,27791,27791,27791,32094,32094,32094,32127,32127,32127,32127,32127,37090,37090,37090,37090,37090,37090,37090,35181,35219,35219,35219,35219,35219,35219,35219,35219,35219,35219,35219,35219,35219,35219
Qatar,QAT,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848,6848
Romania,ROU,Constitution Length (words),6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,6589,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,7314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4613,4613,4613,4613,6164,6164,6164,6164,6164,6164,6164,6164,6164,6164,6164,6164,6164,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,7500,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,11773,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663,14663
Rwanda,RWA,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,6604,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,5977,NA,NA,NA,NA,NA,NA,NA,NA,18029,18029,18255,18255,18255,18695,18695,16940,16940,16940,16940,16940,16940,16940,16940,16940
Samoa,WSM,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611,19611
Sao Tome and Principe,STP,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988,7988
Saudi Arabia,SAU,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335,6335
Senegal,SEN,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5170,5170,5170,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,5529,8303,8303,8447,8447,8447,8466,9376,9288,10866,10866,10866,10866,10866,10866,10866,10866,10866,10866
Serbia,SRB,Constitution Length (words),NA,6533,NA,12909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891,19891
Seychelles,SYC,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14461,14461,14461,14461,14461,14461,14461,14461,14461,14461,14461,14461,14461,14461,37887,38332,39759,39177,39177,39177,39177,39587,39587,39587,39587,39587,39587,39587,39587,39587,39587,39587,39729,39729,39729,39729,39729,39729,39729,39729
Sierra Leone,SLE,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25046,25046,25046,25046,25046,25046,NA,NA,NA,NA,35912,35912,35912,35912,35912,35912,35912,41447,41449,41449,41520,41520,41520,41520,42293,42095,42095,42095,42095,42095,42665,42665,42665,NA,NA,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636,44636
Singapore,SGP,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076,40076
Slovak Republic,SVK,Constitution Length (words),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402,18402
